,Order Id,Order Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub Category,Product Id,cost price,List Price,Quantity,Discount Percent
806,807,2023-04-07,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,TEC-PH-10001795,1700,1980,4,4
807,808,2023-05-26,First Class,Consumer,United States,Omaha,Nebraska,68104,Central,Furniture,Furnishings,FUR-FU-10003347,30,30,2,5
808,809,2023-07-01,First Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Accessories,TEC-AC-10004901,130,150,3,4
809,810,2023-01-27,First Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Art,OFF-AR-10003190,10,10,4,4
810,811,2022-04-30,First Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Tables,FUR-TA-10002903,1090,1300,5,5
811,812,2022-04-04,First Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Appliances,OFF-AP-10000240,190,210,4,5
812,813,2023-07-28,First Class,Consumer,United States,Edmonds,Washington,98026,West,Technology,Accessories,TEC-AC-10001101,20,30,2,5
813,814,2023-12-22,Same Day,Consumer,United States,Santa Ana,California,92704,West,Furniture,Furnishings,FUR-FU-10000794,20,20,2,2
814,815,2023-10-13,Same Day,Consumer,United States,Santa Ana,California,92704,West,Technology,Accessories,TEC-AC-10001838,1270,1400,7,5
815,816,2022-09-12,First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,OFF-PA-10000061,50,50,8,4
816,817,2022-04-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,OFF-PA-10003651,10,10,1,5
817,818,2023-02-23,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,OFF-PA-10000304,30,40,8,3
818,819,2022-06-29,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10003094,0,0,3,2
819,820,2023-11-09,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,FUR-CH-10001394,1030,1230,5,5
820,821,2022-11-18,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10004230,30,30,3,2
821,822,2023-07-06,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,OFF-PA-10003395,290,340,4,4
822,823,2022-10-13,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Technology,Accessories,TEC-AC-10002402,210,240,3,2
823,824,2023-08-31,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Labels,OFF-LA-10003223,10,10,2,3
824,825,2022-04-08,Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10003441,60,70,4,4
825,826,2023-11-23,Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10000109,160,170,3,4
826,827,2023-06-21,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Fasteners,OFF-FA-10002280,40,40,7,2
827,828,2023-10-24,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Supplies,OFF-SU-10000381,30,40,4,4
828,829,2023-12-23,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Envelopes,OFF-EN-10004459,20,20,2,3
829,830,2022-04-23,Second Class,Consumer,United States,Florence,Kentucky,41042,South,Furniture,Chairs,FUR-CH-10000665,250,300,2,4
830,831,2022-12-12,Second Class,Consumer,United States,Florence,Kentucky,41042,South,Office Supplies,Appliances,OFF-AP-10003884,150,180,3,4
831,832,2023-05-30,Second Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,TEC-PH-10001557,180,190,2,4
832,833,2023-03-21,Second Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,TEC-PH-10002085,60,70,1,5
833,834,2022-11-18,Standard Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Art,OFF-AR-10002956,30,40,2,2
834,835,2023-07-30,Standard Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Appliances,OFF-AP-10003266,20,20,2,4
835,836,2022-08-01,Standard Class,Corporate,United States,Tampa,Florida,33614,South,Technology,Machines,TEC-MA-10004002,220,270,1,3
836,837,2023-04-25,Second Class,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Binders,OFF-BI-10001071,40,50,4,2
837,838,2023-10-29,Standard Class,Home Office,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,OFF-PA-10001560,10,10,2,2
838,839,2022-11-08,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Technology,Phones,TEC-PH-10002365,20,20,3,4
839,840,2023-03-10,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10004648,50,60,3,3
840,841,2023-06-29,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10002578,10,10,4,5
841,842,2022-12-26,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10001519,170,190,4,2
842,843,2023-12-22,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10001294,30,40,4,5
843,844,2023-05-01,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10001636,30,30,4,2
844,845,2022-03-07,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Supplies,OFF-SU-10002503,10,10,2,5
845,846,2023-06-20,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Labels,OFF-LA-10004093,10,10,2,5
846,847,2022-02-10,Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Technology,Phones,TEC-PH-10001552,70,80,7,3
847,848,2023-12-21,Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,FUR-CH-10001891,230,290,3,3
848,849,2023-06-21,Standard Class,Consumer,United States,Lorain,Ohio,44052,East,Furniture,Furnishings,FUR-FU-10003878,40,50,4,2
849,850,2023-04-22,Standard Class,Corporate,United States,Linden,New Jersey,7036,East,Technology,Accessories,TEC-AC-10000710,110,120,7,3
850,851,2022-04-30,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Art,OFF-AR-10002335,10,10,2,2
851,852,2022-02-10,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Paper,OFF-PA-10001870,30,40,6,5
852,853,2022-03-28,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,OFF-AR-10003373,160,190,6,2
853,854,2023-12-11,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10004090,30,40,2,4
854,855,2023-01-20,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10000736,190,240,3,2
855,856,2023-08-27,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10001019,30,40,2,5
856,857,2022-07-05,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,OFF-SU-10002537,90,100,10,2
857,858,2023-03-22,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10003221,20,20,2,4
858,859,2022-08-27,Standard Class,Home Office,United States,New Brunswick,New Jersey,8901,East,Office Supplies,Paper,OFF-PA-10004569,10,10,1,4
859,860,2023-06-05,Standard Class,Home Office,United States,New Brunswick,New Jersey,8901,East,Office Supplies,Fasteners,OFF-FA-10000624,10,10,2,3
860,861,2022-07-02,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,OFF-SU-10001225,10,10,2,4
861,862,2022-04-06,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10003752,20,20,2,4
862,863,2023-07-26,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Accessories,TEC-AC-10001714,170,190,6,2
863,864,2022-11-02,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,OFF-AR-10003958,10,10,2,4
864,865,2022-01-30,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,TEC-PH-10002923,50,60,2,2
865,866,2022-04-01,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,OFF-LA-10004272,0,0,1,4
866,867,2023-09-06,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,FUR-FU-10000965,40,50,1,4
867,868,2022-12-28,First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,OFF-LA-10004853,20,20,4,5
868,869,2023-04-27,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,OFF-BI-10003719,30,40,6,2
869,870,2023-05-12,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10000545,910,1140,5,2
870,871,2022-02-28,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10002496,260,280,3,5
871,872,2022-07-11,First Class,Consumer,United States,Concord,New Hampshire,3301,East,Office Supplies,Paper,OFF-PA-10003591,30,30,3,3
872,873,2022-06-01,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10004470,10,10,2,2
873,874,2022-03-21,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10000315,100,110,7,5
874,875,2022-02-07,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,OFF-PA-10001790,160,190,5,4
875,876,2023-04-04,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Furniture,Furnishings,FUR-FU-10004017,280,320,3,2
876,877,2023-03-23,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Technology,Accessories,TEC-AC-10003628,30,30,1,3
877,878,2023-06-13,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Technology,Accessories,TEC-AC-10002049,330,370,3,4
878,879,2022-12-18,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10003712,10,10,4,2
879,880,2022-06-30,Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003984,60,70,3,3
880,881,2022-11-30,Second Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,FUR-CH-10004287,1170,1240,5,2
881,882,2023-07-11,Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Storage,OFF-ST-10001321,30,30,2,2
882,883,2022-05-10,Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,OFF-AR-10001118,10,10,4,4
883,884,2022-06-03,First Class,Home Office,United States,Detroit,Michigan,48227,Central,Furniture,Furnishings,FUR-FU-10000732,20,30,5,2
884,885,2022-11-18,Standard Class,Consumer,United States,Rochester,New York,14609,East,Furniture,Furnishings,FUR-FU-10001424,20,20,2,5
885,886,2022-07-18,Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Binders,OFF-BI-10002071,10,10,3,4
886,887,2023-02-07,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10002486,70,80,12,5
887,888,2022-07-16,Standard Class,Home Office,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,OFF-BI-10001078,30,40,7,5
888,889,2023-10-12,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10003845,30,30,6,2
889,890,2022-01-11,Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Technology,Accessories,TEC-AC-10000927,130,150,5,3
890,891,2022-02-10,Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Office Supplies,Binders,OFF-BI-10001098,40,50,3,4
891,892,2022-05-03,First Class,Home Office,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,OFF-PA-10001622,0,0,1,4
892,893,2023-04-07,First Class,Home Office,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,OFF-AR-10003158,20,20,4,2
893,894,2023-02-07,First Class,Home Office,United States,Detroit,Michigan,48227,Central,Technology,Phones,TEC-PH-10002660,510,540,8,2
894,895,2022-12-05,First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10002205,130,160,7,3
895,896,2022-05-13,First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10003364,60,70,3,2
896,897,2023-11-20,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,OFF-EN-10001099,20,20,2,3
897,898,2022-10-17,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Labels,OFF-LA-10003923,90,100,7,2
898,899,2023-02-06,Second Class,Corporate,United States,Auburn,New York,13021,East,Office Supplies,Paper,OFF-PA-10002250,50,50,8,3
899,900,2022-10-20,First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,OFF-BI-10004716,10,10,2,3
900,901,2023-05-20,First Class,Consumer,United States,Garland,Texas,75043,Central,Office Supplies,Labels,OFF-LA-10001045,10,10,5,5
901,902,2023-09-09,First Class,Consumer,United States,Garland,Texas,75043,Central,Office Supplies,Binders,OFF-BI-10001510,20,20,4,3
902,903,2022-06-28,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10004536,260,320,3,2
903,904,2023-12-01,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10002947,20,20,3,2
904,905,2022-05-25,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,OFF-ST-10002583,50,60,2,2
905,906,2022-04-23,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10000019,10,10,2,2
906,907,2023-11-26,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Bookcases,FUR-BO-10003441,280,320,4,4
907,908,2022-07-25,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10004774,70,90,7,4
908,909,2023-07-06,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10003684,40,50,3,3
909,910,2023-03-30,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,TEC-PH-10001494,1010,1200,4,3
910,911,2023-12-31,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Accessories,TEC-AC-10004666,1830,1930,7,4
911,912,2022-06-08,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Storage,OFF-ST-10003816,320,350,2,3
912,913,2023-06-21,Standard Class,Home Office,United States,Norwich,Connecticut,6360,East,Furniture,Furnishings,FUR-FU-10001935,20,20,6,5
913,914,2023-05-09,First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,FUR-FU-10004091,40,50,1,5
914,915,2023-05-29,First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,TEC-AC-10001772,130,140,9,4
915,916,2023-03-03,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Furniture,Tables,FUR-TA-10001520,90,100,2,4
916,917,2023-05-17,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,FUR-CH-10003379,680,800,4,5
917,918,2022-12-18,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,OFF-BI-10002706,10,10,3,2
918,919,2022-06-28,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,OFF-EN-10000056,130,150,3,4
919,920,2022-03-13,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,OFF-ST-10001558,10,10,1,5
920,921,2022-12-18,Standard Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,OFF-ST-10002444,20,20,2,4
921,922,2022-12-07,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10002473,80,90,3,5
922,923,2022-03-17,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10004531,20,20,1,2
923,924,2023-03-13,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,OFF-AP-10004487,340,410,5,4
924,925,2022-08-04,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10003650,720,840,2,3
925,926,2022-05-23,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10003543,20,20,3,3
926,927,2023-01-23,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,TEC-AC-10004353,210,250,5,3
927,928,2022-05-23,Standard Class,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Art,OFF-AR-10000658,40,50,4,3
928,929,2022-02-22,Standard Class,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Appliances,OFF-AP-10000696,20,30,2,5
929,930,2022-02-23,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Art,OFF-AR-10003560,10,10,3,3
930,931,2022-08-08,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Art,OFF-AR-10001468,90,90,3,2
931,932,2022-06-27,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Paper,OFF-PA-10004971,10,10,3,2
932,933,2022-09-04,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,OFF-PA-10002195,10,10,3,4
933,934,2023-09-09,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10001745,40,50,8,4
934,935,2022-07-18,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10004826,20,30,6,3
935,936,2022-05-12,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10001870,20,20,3,3
936,937,2023-12-13,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,OFF-AP-10001058,410,450,2,3
937,938,2022-10-11,First Class,Corporate,United States,Farmington,New Mexico,87401,West,Technology,Accessories,TEC-AC-10003911,140,160,1,3
938,939,2023-05-31,Standard Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Paper,OFF-PA-10000289,10,10,2,4
939,940,2022-12-18,Standard Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Appliances,OFF-AP-10003040,120,130,4,3
940,941,2023-07-11,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10000350,20,20,2,3
941,942,2023-02-15,Standard Class,Corporate,United States,Torrance,California,90503,West,Office Supplies,Binders,OFF-BI-10001759,10,10,2,4
942,943,2023-04-06,Standard Class,Corporate,United States,Torrance,California,90503,West,Furniture,Tables,FUR-TA-10000577,900,1110,4,5
943,944,2023-12-25,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10004101,30,30,5,4
944,945,2023-07-14,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10001496,500,540,3,5
945,946,2022-03-03,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002931,150,170,5,4
946,947,2023-04-20,First Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Tables,FUR-TA-10002356,320,390,3,3
947,948,2022-06-09,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10003601,420,520,7,5
948,949,2022-06-15,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10000576,810,1010,6,2
949,950,2022-07-09,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,FUR-TA-10004154,1950,2070,12,5
950,951,2022-03-19,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10000788,20,20,3,3
951,952,2022-05-14,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10002479,20,30,6,2
952,953,2023-04-23,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,FUR-FU-10001940,30,30,4,3
953,954,2022-08-03,Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Office Supplies,Art,OFF-AR-10001958,30,30,2,2
954,955,2023-11-15,Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Furniture,Bookcases,FUR-BO-10004709,70,80,2,5
955,956,2022-02-07,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Storage,OFF-ST-10000604,160,170,5,4
956,957,2022-08-20,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,TEC-PH-10002923,30,30,1,4
957,958,2022-06-29,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10004465,0,0,2,5
958,959,2022-10-23,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,OFF-PA-10002333,20,20,3,2
959,960,2022-05-15,Same Day,Consumer,United States,Oceanside,California,92054,West,Furniture,Furnishings,FUR-FU-10004188,190,200,2,4
960,961,2023-09-04,Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10002965,260,320,2,2
961,962,2023-10-23,Standard Class,Home Office,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,OFF-BI-10000145,10,10,2,2
962,963,2023-08-16,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,OFF-EN-10001335,20,20,2,5
963,964,2022-09-13,Second Class,Consumer,United States,Boca Raton,Florida,33433,South,Office Supplies,Labels,OFF-LA-10001613,0,0,2,5
964,965,2022-04-30,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10004055,10,10,2,3
965,966,2022-05-06,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Art,OFF-AR-10004344,40,40,3,5
966,967,2023-07-11,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10004621,10,10,2,3
967,968,2023-07-05,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10001281,180,190,4,4
968,969,2023-03-19,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10001613,10,10,3,5
969,970,2022-10-25,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10001097,420,500,3,5
970,971,2023-12-15,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10001095,110,130,6,4
971,972,2022-05-29,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10004614,110,120,3,4
972,973,2022-06-15,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10001575,20,20,2,4
973,974,2023-05-17,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10001074,20,30,3,5
974,975,2022-06-26,Second Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10003555,150,160,7,4
975,976,2023-11-01,Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10004492,70,80,3,5
976,977,2023-02-03,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Binders,OFF-BI-10002012,0,0,2,4
977,978,2023-04-16,First Class,Corporate,United States,Detroit,Michigan,48205,Central,Technology,Machines,TEC-MA-10000822,2850,3060,2,3
978,979,2023-11-15,First Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Binders,OFF-BI-10000848,0,0,2,2
979,980,2023-07-27,First Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10004156,30,30,3,2
980,981,2022-04-25,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10003199,570,600,6,5
981,982,2023-03-31,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Art,OFF-AR-10000034,0,0,1,3
982,983,2023-02-01,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Phones,TEC-PH-10000560,460,560,2,5
983,984,2022-10-16,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Furniture,Chairs,FUR-CH-10000665,550,600,5,2
984,985,2023-03-27,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Labels,OFF-LA-10001569,10,10,2,2
985,986,2022-04-03,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Envelopes,OFF-EN-10000461,20,30,4,5
986,987,2023-12-25,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Technology,Machines,TEC-MA-10003066,320,340,3,4
987,988,2023-10-28,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004022,0,0,2,3
988,989,2023-11-14,Standard Class,Corporate,United States,Auburn,New York,13021,East,Furniture,Furnishings,FUR-FU-10004071,490,520,5,4
989,990,2023-02-19,Standard Class,Corporate,United States,Auburn,New York,13021,East,Office Supplies,Art,OFF-AR-10001988,20,20,3,5
990,991,2023-08-14,Second Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,FUR-CH-10004086,1060,1170,5,5
991,992,2023-07-16,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10001036,10,10,2,2
992,993,2022-06-24,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Fasteners,OFF-FA-10002983,10,10,3,5
993,994,2022-06-29,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,OFF-PA-10003625,120,150,5,2
994,995,2023-03-24,Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Binders,OFF-BI-10003925,2200,2720,7,2
995,996,2022-02-10,Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Technology,Phones,TEC-PH-10001530,520,620,3,2
996,997,2023-03-25,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,OFF-EN-10003862,10,10,1,4
997,998,2023-02-17,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,OFF-ST-10004258,30,40,3,3
998,999,2023-11-25,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10002885,20,20,5,2
999,1000,2023-09-05,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10001918,30,30,7,3
1000,1001,2022-08-29,Standard Class,Home Office,United States,Vancouver,Washington,98661,West,Office Supplies,Art,OFF-AR-10002956,40,40,2,5
1001,1002,2023-09-02,Same Day,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,TEC-AC-10003033,2010,2310,7,4
1002,1003,2022-10-08,Same Day,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10002903,960,1090,7,4
1003,1004,2023-12-23,Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10004621,20,20,3,2
1004,1005,2022-08-03,Standard Class,Consumer,United States,Murrieta,California,92563,West,Office Supplies,Storage,OFF-ST-10000046,450,480,3,2
1005,1006,2023-08-03,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10001790,110,120,3,4
